C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score
MYBBP1A,1.9437423,2.5765339903092495e-209,31.007153,HS3ST2,1.4658694,0.0002710732177711978,4.07617,CNR2,2.251682,1.5558888787486467e-07,5.463285,CREB5,1.6696687,5.428603260879705e-172,28.102633,ERN1,1.9964272,6.96508940229066e-108,22.216618,CDCA8,2.4187257,9.473079633536081e-139,25.24316,PRRT4,2.3557727,2.8932750699608796e-241,33.295967,PTMS,1.7867934,2.2896379599917553e-108,22.279621,DPY19L1,2.8099236,1.6229094053611928e-106,22.110674,SLC11A2,1.4005284,2.2779626098044803e-77,18.802393,NFE2L2,0.808389,1.010029588579364e-60,16.686945,HSD17B14,2.5423667,5.6343519451974986e-278,35.744015,GFI1B,7.1733093,4.0809041604152407e-14,8.070977,GTF2A2,1.6107575,2.7058760980288475e-08,6.2288456,ROBO4,10.262122,7.301126133101939e-127,24.136875,ARHGAP15,0.6999719,0.12407690988563794,2.454979
PCLAF,1.3866543,2.699722297523436e-209,31.00554,LIPA,1.666921,0.0002889723336965999,4.0602775,CDK2AP1,1.0402647,1.6558577398654733e-07,5.4517345,TDRD9,1.7811719,3.5761384933138985e-171,28.035439,SLC12A6,1.0826743,1.2111477995917643e-107,22.191607,YWHAH,0.9092086,6.385975202570047e-138,25.167418,NDC1,1.7917621,8.541978144343946e-241,33.26314,ENO2,3.5787892,2.3330352172851092e-108,22.278683,SDC3,4.103026,3.402672050690406e-106,22.07691,EMP3,0.8048488,4.048867416646471e-77,18.771402,CD163,2.1317594,1.592633546588976e-60,16.65932,C2,5.117464,1.1094285045194212e-274,35.53123,TTC27,3.6975062,4.9672337992067846e-14,8.046158,MACROD1,3.5114563,3.02839922482839e-08,6.2101793,DIPK1B,3.8380768,1.706797168823471e-126,24.101566,FYN,3.1287563,0.12646690376354405,2.4462328
NOP58,1.6915338,3.230397295213458e-209,30.999653,SKAP2,1.2528983,0.0003084767176176962,4.043403,NSD3,1.1859152,1.7119578091235794e-07,5.4455466,MLF2,1.0266448,1.6328589279136952e-169,27.898745,MAP1LC3B,1.341422,6.597053829370783e-107,22.114956,SGO2,2.152258,2.425101362742281e-137,25.114271,ERG,1.4129051,1.024004723706041e-240,33.257587,LPXN,1.411096,1.1374177371330422e-107,22.20741,SAMD4A,3.2677162,3.804088026254236e-106,22.071707,LPXN,1.1211505,5.418996624728175e-77,18.75582,ADAMTSL4,1.015318,5.38894685133652e-60,16.586048,DPYSL2,2.075288,2.134803929774941e-273,35.44776,MRVI1,5.391356,6.431109365104519e-14,8.013683,GMNN,2.1245363,3.186868435549294e-08,6.201167,MGAT4B,2.2301824,6.682493204929067e-126,24.044804,ZNF644,1.1471324,0.12688545884886926,2.444343
QDPR,1.3501494,2.260631706120976e-208,30.93668,ECHS1,1.293705,0.00031974306784902256,4.0340023,F5,2.741653,2.3351114173804362e-07,5.3887496,CLEC12A,1.1272409,1.7628522557525417e-169,27.895885,CD177,1.6445271,1.1063866238012184e-106,22.09132,PLAC8,0.99117434,1.518853281354932e-135,24.948946,RAB44,1.334144,1.0875131591246825e-240,33.255672,STAP1,2.2266357,1.2745556678132054e-107,22.202198,KCNQ1,3.6721928,5.860515895527825e-106,22.051998,ABL2,1.538219,7.238746047665779e-77,18.740145,MOB3B,3.0098164,7.949021035221702e-60,16.562477,MGLL,2.2587438,1.0405794988362006e-272,35.402977,MADD,2.380819,6.751307468034913e-14,8.007317,MTSS1,4.170545,3.289164896449871e-08,6.1956987,SOX4,6.696211,8.408485632772008e-126,24.03494,RFTN1,2.5160916,0.12727577343021418,2.4427116
CCT6A,1.1089536,3.6325531899181086e-208,30.921152,PCOLCE2,1.5027833,0.0003365648198043768,4.02043,GALC,0.95279086,2.5003772167435355e-07,5.3760843,CXCR4,0.9207187,4.7752361529497713e-169,27.859953,HCAR3,2.0414484,1.7994415015976876e-106,22.069122,P2RY13,1.4542333,1.886323168244662e-135,24.94012,DHCR7,1.2551087,1.2260975979814655e-240,33.251965,RUNX3,3.1878421,2.1031375015011082e-107,22.179577,TESPA1,3.3560903,6.503404048510593e-104,21.837685,PLEKHB2,0.7008501,1.8852634548701568e-76,18.688868,IFNGR2,1.1290342,8.799555192540109e-60,16.556158,CCDC88A,2.0112753,1.0363449131378125e-270,35.272667,NEDD4L,3.7326937,6.891676516414501e-14,8.004393,NARF,2.5886123,3.3593767936537726e-08,6.1918783,C12orf75,5.4526277,1.333781764568382e-125,24.01545,ARGLU1,0.90818757,0.12923325958183898,2.4347892
HSH2D,1.5661423,1.3732667559395953e-207,30.878056,ATP6V1B2,0.90712196,0.000370817437733653,3.994749,ORMDL3,1.3649317,4.021097725956582e-07,5.2874336,ARPC5,1.0544132,6.643380141848737e-169,27.848,SIGLEC5,1.0492667,1.311496056135204e-105,21.978619,RBM38,1.2023598,3.578652086212711e-135,24.91432,P2RY8,1.5460051,4.007793622810499e-240,33.21625,PTPN6,0.83981067,4.802949072488886e-107,22.142195,MSN,0.9892055,6.880449395594654e-104,21.834948,RHOQ,1.3409758,2.1332748999472834e-76,18.682182,CIITA,2.1697602,1.2330866485460402e-59,16.535637,DUSP1,1.5210258,1.8892076291043427e-270,35.25555,GNA13,1.756365,6.903473618954432e-14,8.003793,PSMG1,2.0309231,3.42661768513035e-08,6.1882625,AXL,8.72059,1.1752725601192494e-124,23.924503,TMEM248,0.9099199,0.13004639350566777,2.4312763
PRAM1,1.1655008,1.5088925906019049e-207,30.874903,NEK6,0.95356524,0.00039511885834462424,3.9774354,RASGRP1,3.05076,4.339138456734434e-07,5.272995,CYSTM1,0.92514575,1.254139608602645e-167,27.742086,PLEK,0.80127525,4.52909843944451e-105,21.921988,LSM4,0.8335636,5.263927533125738e-135,24.898699,CORO2A,1.3913661,6.984222360218217e-240,33.19933,NTRK1,4.9855638,1.0207818551913876e-106,22.107805,SMIM30,2.0651567,4.0353607015580964e-103,21.75379,ATP6V1F,1.1894028,3.5465846246816154e-76,18.654667,OLR1,1.2586296,2.5467049903621915e-59,16.491272,EML4,1.5217373,2.1065781385813987e-270,35.252357,ATP2C1,1.6689266,7.94375359421441e-14,7.985334,GPATCH4,2.2666624,3.524713524597419e-08,6.18332,ARHGAP29,8.202021,2.284346717503478e-124,23.896282,MT-ND3,1.5651568,0.13035479206187472,2.429758
EIF5B,1.2916269,4.2248423516984006e-207,30.841263,CD9,0.9720105,0.0004047936552059237,3.971006,THBS4,5.5001206,4.4051164321335695e-07,5.270062,CSGALNACT1,2.0521739,4.584862561236612e-166,27.61211,VEGFA,1.1242995,4.61728122148027e-105,21.921038,KNSTRN,1.9563118,1.0866771344958123e-134,24.869467,SLBP,1.2366925,7.462760843867591e-240,33.197227,TNFRSF18,5.1950555,1.376906668400341e-106,22.094004,BEX4,2.1089087,1.5453857371092516e-102,21.691944,CCL2,1.2558669,5.3105305681702324e-76,18.632893,LRP12,2.436637,2.7132194436348368e-59,16.487244,GCHFR,2.1969893,2.9576757592543226e-270,35.242634,CD151,2.277312,8.299757374942812e-14,7.979538,RHAG,6.767061,3.594431061467163e-08,6.1784043,PTPRF,9.648491,3.029886213343987e-124,23.884323,LRRC8C,2.8163152,0.13058203017939,2.4288857
URI1,1.3360748,1.0892685179103065e-206,30.810467,GLB1,1.2014638,0.0004106502228748464,3.9672847,ORAI2,0.7999185,6.814710313805902e-07,5.187477,MTF1,1.1487623,5.939559713289982e-165,27.51908,CFLAR,0.71954304,7.197424019915745e-104,21.795082,NBEAL2,0.82070225,1.7789846082524367e-133,24.756834,HIST1H2AG,2.391523,9.230529791149406e-240,33.190727,EEF2K,2.485113,7.3562869976106e-106,22.017994,M6PR,1.2398776,2.5575900374551925e-102,21.668596,JMJD1C,0.8612507,6.697420094854669e-76,18.620382,GGT5,1.8939962,2.981065528275026e-59,16.481155,LRPAP1,1.0364014,7.255465573777855e-270,35.21708,STAT5A,2.3297431,8.712190451964435e-14,7.9727798,TIMM23,1.8350375,3.594431061467163e-08,6.1782794,LOX,7.578431,3.206324834993598e-124,23.8818,CD8A,12.830786,0.13105161023069664,2.427101
TP53,1.6103356,3.0686583603417577e-205,30.701834,MSN,0.2763821,0.00042331629377757765,3.959217,PLD3,0.32237446,1.0351172679540682e-06,5.106924,CPNE3,1.2132612,1.2359453116620916e-164,27.492357,BACH1,0.7849724,3.805709602163887e-103,21.718487,SMC3,1.0824251,2.685752080811329e-133,24.739916,RBL1,1.6174011,1.6876713208159998e-239,33.17245,ITM2A,3.2037876,2.6504637815440876e-105,21.959631,STMP1,1.4853488,5.7120239590792685e-102,21.631401,SLC6A6,1.0231979,3.014510987693011e-74,18.413868,ZNF385A,2.8128345,1.1993964460699328e-58,16.396183,DRAM1,1.730627,2.3431963368863863e-269,35.183697,RAB10,1.3220475,9.289512778659099e-14,7.9644656,FAM13A,5.6101823,3.6228544688306424e-08,6.176552,EPHA2,7.9236717,4.972176117405933e-124,23.863298,ANKRD44,1.7906151,0.13587563165528455,2.4111915
CITED4,1.2464188,3.1690099336759415e-205,30.700684,SCPEP1,1.946846,0.000466431736273784,3.933608,PILRB,0.6344096,1.0460583786633778e-06,5.10487,QSOX1,0.9355314,2.7472443742187057e-164,27.463213,PREX1,1.4405253,7.622071868656736e-101,21.472202,TRIOBP,1.0461646,4.049030817618383e-133,24.723192,LSM7,1.3528209,3.290775080842673e-239,33.15223,TPM1,1.5763603,4.893414780709514e-105,21.931654,SLC7A5,1.7394614,7.045794789135692e-102,21.621557,TMEM158,1.7648658,1.7256137639001765e-73,18.31853,TCN2,2.0940106,1.643204350462542e-58,16.376844,AKR1A1,2.0272303,2.610639873118921e-268,35.115063,EXOC3L2,10.526406,9.494532233646631e-14,7.9613833,SPN,1.3957864,3.710228909753766e-08,6.1723037,ID3,5.5806155,5.735251545843768e-124,23.857168,N4BP2L2,0.7988961,0.1370607455611468,2.4067173
PGRMC2,1.1404551,7.8086246949492425e-205,30.671225,CD37,0.7139022,0.0005396000899598992,3.8944583,RAB27A,0.15543392,1.1214911700069507e-06,5.091157,EGR3,1.2426264,7.909331119816148e-164,27.424618,CD55,0.61787194,1.0828057831880399e-100,21.455812,SORL1,0.9770742,4.5415224881915614e-133,24.718407,PIWIL4,1.9159328,3.833568629126483e-239,33.147522,DRD2,4.94557,5.3566138425214774e-105,21.927444,MAPK6,1.3945545,8.651516346902237e-102,21.611921,GBP2,1.5371629,2.369329590726547e-73,18.30109,CREG1,0.68647486,2.4175007278265577e-58,16.353142,ADAM9,1.8727764,1.4853438351355368e-267,35.065453,TBXA2R,8.845457,1.3228114394039214e-13,7.918728,UBE2D3,1.3274053,4.100898036161676e-08,6.155018,CD99,3.364112,1.5082347375237783e-123,23.81652,EEF1B2,1.6337044,0.13865443969672261,2.4007008
PPRC1,1.9521779,9.699941787402067e-205,30.664059,SLC47A1,2.1457517,0.0005563151350881606,3.8861012,PDLIM1,2.553745,1.325941930088197e-06,5.0584536,PLEKHO2,1.0488044,1.3357699529825394e-163,27.405415,LILRA2,1.2345349,1.954686236190541e-99,21.31987,PLP2,0.9295388,2.567889940999715e-132,24.648188,RGL4,1.7233492,2.4845439987387742e-238,33.09094,HIPK2,1.3236465,6.973853125364104e-105,21.915339,COMMD6,1.8308918,8.913674944938105e-102,21.610384,SLC11A1,1.385693,4.927917926370425e-73,18.2608,PPIF,1.3593483,3.1943003080320796e-58,16.33596,ACSL3,1.8348138,7.803679153702312e-267,35.018047,PPP1R14A,7.2900834,1.561555728366201e-13,7.89731,ATP5MC3,1.5009921,4.104889887035141e-08,6.1543856,AMOTL2,9.448539,2.1739337200939728e-123,23.800884,BIN1,3.0570295,0.1439129638145061,2.380947
SYTL1,1.204685,8.117273820051106e-204,30.594568,SOAT1,1.8632324,0.0005633959555943052,3.8828814,ARPC2,0.5359861,1.3831771937405297e-06,5.0502214,RALGDS,0.9770688,4.4987084369325e-163,27.360788,KDM6B,0.9202779,6.660537868316335e-99,21.262007,ZCCHC3,1.090489,1.5799418982024147e-131,24.574335,SYTL1,1.2989558,2.2501654155466026e-237,33.02424,EGR3,1.3773448,2.7467027353414076e-104,21.85245,SEL1L3,2.0460312,9.228086778077603e-102,21.608625,SELPLG,0.56674546,8.762153280040112e-71,17.973972,COLEC12,2.0154645,3.236739250106466e-58,16.334959,RGL1,4.3874435,1.5783248900583543e-266,34.997738,ZNF175,3.565044,1.7389644164643223e-13,7.8827515,IMMT,1.823461,4.23211430720422e-08,6.149069,ARNTL2,3.2916713,2.8575281126305452e-123,23.789259,OXNAD1,3.6623878,0.1441655229869109,2.3795662
CELF2,0.7879073,1.7213944843103416e-203,30.569912,TYMP,1.309142,0.0006044575920029536,3.8644254,SPINT2,0.8120706,1.4193108675135944e-06,5.045128,RHOG,0.78881115,1.0478961311474491e-162,27.329794,IGF2R,1.3908025,6.663760645298915e-99,21.261915,TMEM185B,0.89125323,4.821805386373534e-131,24.528816,CENPH,1.5480262,3.31956460646023e-237,33.01237,LTC4S,3.1160905,4.485648881501505e-104,21.829851,ATP6V0A2,2.108043,3.609892124848971e-101,21.54507,SOCS3,1.0083354,2.955143295122568e-70,17.905815,ANKRD28,1.0985316,4.9817926691725796e-58,16.308441,GNS,1.4049652,2.1562417515401186e-266,34.988728,HERC1,2.5398643,2.0391246811543713e-13,7.862462,PHPT1,1.9476441,4.2699557585482924e-08,6.147181,EDIL3,8.903452,3.6241170985495436e-123,23.778978,RIPOR2,2.4406028,0.14438999679363163,2.3788233
RRP36,1.0414822,1.7545609811478311e-203,30.56919,PFDN5,1.1706547,0.0006533303323152668,3.8437161,SIGLEC8,3.8718662,1.5042612255780185e-06,5.03367,OSCAR,1.6898965,1.3409041579115912e-162,27.320671,LY96,1.4744049,1.7914901333900926e-98,21.215319,CENPI,1.9718331,5.097598861465024e-131,24.526403,FBL,1.4037905,4.418308428624372e-236,32.933838,NIBAN2,1.7943524,2.731148744770328e-103,21.746836,JUNB,1.3901601,7.543605555274607e-101,21.510752,DDX5,0.35187295,3.310794507923902e-70,17.8994,ZC3H12C,1.7958331,5.1683040173107114e-58,16.306,MAPK13,2.4865153,2.516871037391226e-266,34.984207,SRSF8,3.0958138,2.064405044621123e-13,7.8605447,CTTN,3.4419072,4.4406381854724006e-08,6.140484,PDIA5,3.131125,3.780990066227545e-123,23.777046,RAB3GAP1,1.6079843,0.14445656503201626,2.3783145
FEN1,1.4704385,2.001489486205424e-203,30.564785,ENG,1.1616099,0.0006670361885756681,3.8381085,TEX30,1.4696577,1.7627477601387922e-06,5.0024033,GNAQ,0.7633859,2.2175158112120492e-162,27.302164,IFRD1,1.2997196,5.789817502716377e-98,21.15974,NUP50,0.93059164,6.189701402392574e-131,24.518353,FANCD2,2.0040553,8.351706328105291e-236,32.914413,CAMK1D,2.452008,2.8433613277322936e-102,21.638502,S100A6,1.4327366,8.264857840272054e-101,21.50636,NAGK,0.8293816,4.079256845947494e-70,17.88743,PTPN12,0.8137198,9.502412716801855e-58,16.268164,ACOT13,1.8006017,2.6087098201151224e-264,34.851303,TPST2,2.9478076,2.144659729298549e-13,7.855393,TRAPPC6B,2.2629614,4.4753335220231354e-08,6.138774,ITGB1,4.0892434,4.5482006696605875e-123,23.769138,ICOS,6.9562135,0.14798297367374355,2.3663783
CORO2A,1.3480335,6.772666649307982e-203,30.524818,ATP5MC3,1.0484233,0.00071921749951849,3.817668,ITM2C,0.789412,2.0069125555676786e-06,4.9767118,SAMSN1,0.87473196,2.5951690962630558e-161,27.211926,HLX,1.4858994,2.9152579210006737e-97,21.08311,IFT20,0.9421609,1.3009373141020481e-130,24.487793,ATP5MC3,1.1118265,8.16436697627983e-235,32.844933,SLC24A3,4.004517,3.401393662818655e-102,21.630144,SPRY2,2.7633872,1.496937134127811e-100,21.478624,TMEM176B,1.3144492,1.7835035149284145e-69,17.804428,SH3BGRL3,0.8001741,1.0996994777055296e-57,16.259022,GRB2,1.0877962,4.575076745787009e-264,34.83509,SSH1,2.403546,2.2876435012419025e-13,7.846927,TAL1,4.503015,4.5067899216240326e-08,6.137189,CDC42BPB,4.230356,6.478677511986991e-123,23.754124,SMCHD1,1.1240798,0.1479995078099942,2.366152
MDH2,1.1567905,9.633088393336191e-203,30.513186,HSP90AB1,0.8942071,0.0007565056603047467,3.8038635,HNRNPH3,0.4178376,2.077342583341869e-06,4.9698286,CTDSP1,1.0216012,2.774951842764184e-161,27.209356,H3F3A,0.42576522,3.068733019662084e-96,20.97035,SPC24,2.0530782,4.769316117330412e-130,24.434626,SRRT,1.2271063,2.321190390558951e-234,32.81303,RNF138,1.6213398,5.13906406257679e-102,21.610912,LDHB,1.623851,1.8717578290245465e-100,21.468086,DNASE2,1.2424281,3.1991435462321236e-69,17.771261,CEBPB,1.1722116,2.2097482344784266e-57,16.21582,MAP3K8,1.3566784,6.355903727124776e-264,34.82556,SERPINB9,2.705073,2.308501002782678e-13,7.8451543,RTRAF,1.9622214,4.668064421824774e-08,6.1303673,TJP1,8.183251,1.0618474926228712e-122,23.7332,ARRDC3,1.1646992,0.1508318789444192,2.3576078
TMEM87A,1.286009,1.174944606093435e-202,30.506584,STXBP2,0.9896295,0.0008766472253501216,3.7629204,ADORA3,3.0946772,2.6386081161982187e-06,4.9218483,RETN,1.5680355,4.591051012784706e-161,27.19076,GBA,0.68558955,3.462949194374147e-95,20.85394,MPHOSPH9,1.251947,6.837369730385258e-130,24.419758,SPTBN1,1.235636,2.948542859393702e-234,32.805645,NCS1,3.2946672,7.780492074098556e-102,21.59166,NUP54,2.1102679,1.9105692485224653e-100,21.466976,REEP3,1.2598238,3.5562526011532476e-69,17.765156,MAPK13,2.1392624,3.778572034583576e-57,16.182444,GRK3,1.9544585,1.1274974003356362e-263,34.80901,UBE2J1,1.595272,2.3517487531926863e-13,7.8419776,BLVRA,2.2875211,4.668064421824774e-08,6.130189,TGFBR2,2.2266355,3.3579753276509145e-122,23.684574,TSPYL2,2.4450524,0.15343365799956,2.3490634
CITED2,1.074302,1.7863514969144149e-202,30.492762,ABHD12,1.3486941,0.0009408839409156413,3.7432551,SLC25A38,1.567018,3.1184158730961187e-06,4.888121,PPP2R5A,1.0844456,3.4135632514588834e-160,27.116753,KLF2,1.2709653,4.504286396486903e-95,20.84116,CCNB1,2.3234332,7.0749607758332866e-130,24.418215,CENPN,1.6485051,2.761867696349409e-233,32.73724,FTH1,1.1489016,9.258108464028984e-102,21.58353,FYN,3.726398,2.9700691244133762e-99,21.338593,EMILIN2,0.8633882,3.855189975906089e-69,17.760542,ENPP2,2.4315321,4.0320788544568354e-57,16.178253,ATP13A3,1.7131329,2.14521050439848e-263,34.79044,HACD4,2.778421,2.5344973247135817e-13,7.832209,TXNL1,1.8076495,4.7297386272951815e-08,6.127633,ASAP2,7.066331,6.605328857260845e-122,23.655893,ITGB7,2.2475893,0.15533275341533906,2.341464
SPNS2,2.7052388,6.33365714431504e-202,30.45107,ACADVL,1.1487418,0.0009536982187706426,3.7392807,SP4,1.3511568,3.745698355718125e-06,4.850967,CCDC85B,1.1328118,4.8672397122278896e-160,27.103573,IRAK2,1.8150877,8.564354455110037e-95,20.810051,ANTXR2,0.87720853,8.67370572487808e-130,24.409737,SMC2,1.6972531,1.5557497494530899e-232,32.68434,GDPD5,4.2541,2.3403388108453258e-101,21.54052,IGFBP5,7.6533823,3.1302420320573425e-99,21.335983,KLF10,0.7555868,1.1179617761128889e-68,17.700432,ZC3H12A,1.1694592,8.443755474770998e-57,16.132483,MPEG1,3.8190694,2.8094237310146012e-263,34.782593,MAML3,1.9529232,4.1752230494304685e-13,7.768852,BZW2,2.288556,4.8236996500786574e-08,6.1240354,DAB2,2.883897,7.945344376484384e-122,23.647947,G3BP2,0.94960165,0.15627272315722687,2.3387182
CSTA,0.99502873,1.6865001670880415e-201,30.418829,NIBAN2,1.4853605,0.0010263253879925552,3.7190623,PLD4,5.4763894,3.926493404416522e-06,4.841309,CEACAM4,1.4070294,4.787328013647454e-159,27.01899,DNASE2,1.3655902,2.4296808026207883e-94,20.759806,GPSM2,2.2943175,9.399627757990499e-130,24.406305,C19orf48,1.6260933,1.8008993980067764e-232,32.679768,SKIL,1.5090381,1.1463904352397976e-100,21.46642,S100A13,2.6801646,4.82433137382142e-99,21.31559,C5AR1,0.8731328,4.0956304165248185e-68,17.626657,IRAK2,1.7417712,1.025903936736319e-56,16.120262,EPAS1,1.5832165,2.035794678436206e-261,34.659237,GALNT10,2.4073749,4.913946738103617e-13,7.747818,ADA,3.213132,5.0124658223484836e-08,6.117454,FLNC,9.5377035,8.858677232892921e-122,23.643204,CEP120,1.7460811,0.15840540435412656,2.332306
CSTF3,1.2711684,8.454111034120128e-201,30.36555,ATP6V0E1,0.6792495,0.001115092811662311,3.6966734,CAMK1,1.1275212,5.742525057776602e-06,4.763063,DBNL,0.81553847,5.03450727313386e-159,27.017017,SNX27,1.4860588,1.808332054540634e-93,20.66247,TRGC1,1.1906818,2.139499913861605e-129,24.372494,NCAPD2,1.6523917,3.3751701780712865e-232,32.660458,HIST1H1C,1.081929,1.1865724747875742e-100,21.464725,RSAD2,4.0554357,3.263430071027795e-98,21.22576,CHD2,0.78754383,5.943160839594049e-68,17.605423,TNFAIP8,1.4308213,2.047002666427977e-56,16.077135,PITPNA,1.3977864,6.064484979307148e-261,34.627655,SHC1,1.6428338,5.300597954827329e-13,7.7370872,PUS7,2.791498,5.119374128852001e-08,6.1136246,PLCG1,5.669223,9.282447005946156e-122,23.641083,SMARCA5,1.1707231,0.16509458289507484,2.3119466
SUMF2,1.1516293,1.2740596186742656e-200,30.351957,GSTP1,0.89170074,0.0012609076472069932,3.6615548,CCDC189,2.3834214,5.935364050374968e-06,4.7561607,GLT1D1,1.817891,7.132781716533312e-159,27.004026,SAMSN1,0.7119668,1.2141397743644837e-92,20.569366,ENY2,0.80558836,3.232327479614676e-129,24.35544,SYNGR1,2.0509849,9.795226066579933e-232,32.62775,ZNF331,2.3699307,2.2821610283616147e-100,21.434208,SEMA4D,2.0887492,4.1843826680992387e-98,21.213917,NCEH1,1.6602137,2.023381691934173e-67,17.535257,ADAM9,1.4740919,2.9328773528740146e-56,16.054459,KIF1B,1.55226,2.3049308152640355e-260,34.58901,PYCR2,2.1528382,5.43072609002726e-13,7.7336354,CHCHD3,1.7086548,5.4309402584269645e-08,6.1037307,LAMB2,4.7882814,1.0084013728423447e-121,23.637436,LDLRAD4,2.955715,0.1667528515301939,2.3071818
PRDX2,1.0838277,1.0657232022698766e-199,30.281874,RAB13,0.93248653,0.0012700886563591582,3.6594822,NFATC1,1.5004253,7.72518928091148e-06,4.701227,RARA,0.9964211,3.4748733604150645e-157,26.859604,ITGB2,0.68973625,1.703525058848701e-92,20.55262,C3AR1,0.8276962,3.706357243746456e-129,24.349688,MYO18A,1.4843885,1.76168059183672e-231,32.609673,IGFLR1,1.9708549,1.2563839061498498e-99,21.354471,CCDC6,2.307573,4.942994748913099e-98,21.205927,RAB5C,0.72539634,3.292629542721143e-67,17.507393,CLN8,1.5790402,5.473925175372383e-56,16.015314,GPR183,3.0975552,5.0401929328518e-260,34.5663,RGS16,4.859109,5.491129667918226e-13,7.731863,NDUFB5,1.5797149,5.575707440289937e-08,6.0976834,MBNL2,4.3006597,1.0839536031080269e-121,23.634237,FAM214A,2.5329583,0.16683670530926778,2.3068266
EEF1B2,1.484446,2.308672214506443e-199,30.256266,EEF1G,0.7908286,0.001329098807079231,3.646758,EFNB2,2.3720148,8.323127089903229e-06,4.6856112,ZFP36,1.0536656,8.851627960574395e-157,26.82449,PLEKHB2,0.7396235,2.2055443812941058e-92,20.539953,PRAM1,0.9480302,3.7205211880156774e-129,24.349386,DNMT1,1.4416851,3.639431373080733e-231,32.587337,CCNG2,1.9968404,3.3963036389978454e-99,21.30777,CALU,1.4737477,9.182784307772789e-98,21.17661,PI4KB,1.1912063,3.7813031650232245e-67,17.499102,RIN2,3.2650795,8.77094321386293e-56,15.9854,PLEKHM2,1.5181937,3.0088137277449e-258,34.447792,DOK2,2.1201584,5.870731868173253e-13,7.722623,SERINC3,1.3583037,5.788014153423044e-08,6.0907907,PTPRB,4.929214,1.3528572737984767e-121,23.62473,MAPK1IP1L,0.9478756,0.16820101109812371,2.3027563
VRK1,1.1998397,4.181666120368932e-199,30.23655,CD44,0.592414,0.0013441529226710497,3.6434348,PTPN4,1.7070076,8.72578360419476e-06,4.6755886,RSRP1,0.86552435,1.916216592744004e-155,26.70923,RHOH,1.1617446,4.5324610608369255e-91,20.391666,IQGAP3,2.2719781,4.406103215116997e-129,24.342308,PRC1,1.9215813,4.823797599113534e-231,32.578598,HSPB1,1.4116904,6.202455175604214e-99,21.279274,STAU1,1.7739486,4.8910388166184e-97,21.09735,IRAK2,1.6703023,5.556496286114594e-67,17.477,SLC2A3,1.0161381,1.0842643273143186e-55,15.971994,ATF3,2.1174004,6.030081281132934e-258,34.427525,RHAG,7.088913,6.269140369740608e-13,7.713889,HK1,2.1702924,5.91685591243361e-08,6.0868096,RGS5,8.397608,1.7400147538208227e-121,23.613945,ELK4,2.270703,0.1701830379663124,2.2965055
MID1IP1,1.0131872,4.398469681314628e-199,30.234783,RAD23A,1.3878039,0.0014102935666346313,3.6299198,ITGA2B,0.061111372,1.041954510498039e-05,4.638273,SERPINB2,1.1332896,4.041434529372046e-155,26.681208,MAP2K6,2.1633105,1.621436455847835e-90,20.328781,CRYBG1,0.9909198,8.10444892552919e-129,24.31716,UBE2T,1.8676866,7.375506422684156e-231,32.565475,STK26,1.2565925,1.2403651614570609e-98,21.24657,SPTB,5.0391564,7.880325049062967e-97,21.074324,ITGA5,0.8901611,1.081175181201367e-66,17.438667,HIVEP3,3.5731926,1.6358516253097195e-55,15.946137,FNIP2,2.2652183,7.415220771962774e-258,34.421425,SMOX,3.0831068,6.533344434895234e-13,7.7082596,FRA10AC1,2.1080022,5.945534207527894e-08,6.085581,TEK,9.573637,6.21720013406768e-121,23.559906,CARMIL2,4.0694256,0.17024542023505418,2.296037
SRM,1.930357,1.4385523415811168e-198,30.19551,CD53,0.95153135,0.0014180313427673288,3.6281521,ITGB7,1.4865266,1.1154276355121985e-05,4.6238275,CEBPD,0.9873092,7.178700119882797e-155,26.659481,APLP2,0.8132648,4.845921995170744e-90,20.274553,HP,1.3935273,2.4628355444884617e-127,24.176308,NUCKS1,1.1520222,9.993872510142472e-231,32.556057,SGPP1,2.3855045,1.7828169868749297e-98,21.229435,TIMP3,4.547317,1.0787241221929943e-96,21.059153,SPI1,0.34270632,1.9141525487447438e-66,17.405825,ATF3,1.7556056,1.6753398682296614e-55,15.944462,DBI,1.4835236,8.824215995337812e-258,34.416275,TESPA1,3.533582,7.68520592333495e-13,7.686422,SRSF3,1.2520108,6.276280990550237e-08,6.0759716,CTNND1,2.5993397,6.368640261706011e-121,23.55874,PLBD1,3.0933669,0.17083550668946745,2.2940667
